Time(hh:mm:ss),Elapsed Time,Voltage1,Voltage2,Alarm,,Comment: OMEGA OM-DAQPRO-5300,Serial number: 7014521
"06-Jun-16,19:13:54",892,0.008,34.202,,,,
"06-Jun-16,19:13:55",893,0.01,34.202,,,,
"06-Jun-16,19:13:56",894,0.006,30.696,,,,
"06-Jun-16,19:13:57",895,0.007,30.696,,,,
"06-Jun-16,19:13:58",896,0.011,30.642,,,,
"06-Jun-16,19:13:59",897,0.007,30.642,,,,
"06-Jun-16,19:14:00",898,0.01,30.562,,,,
"06-Jun-16,19:14:01",899,0.008,30.562,,,,
"06-Jun-16,19:14:02",900,0.01,31.661,,,,
"06-Jun-16,19:14:03",901,0.001,31.661,,,,
"06-Jun-16,19:14:04",902,0.004,31.894,,,,
"06-Jun-16,19:14:05",903,0.007,31.894,,,,
"06-Jun-16,19:14:06",904,0.007,10.93,,,,
"06-Jun-16,19:14:07",905,0.001,10.93,,,,
"06-Jun-16,19:14:08",906,0.001,2.507,,,,
"06-Jun-16,19:14:09",907,-0.004,2.507,,,,
"06-Jun-16,19:14:10",908,-0.004,0.847,,,,
"06-Jun-16,19:14:11",909,-0.007,0.589,,,,
"06-Jun-16,19:14:12",910,-0.006,0.44,,,,
"06-Jun-16,19:14:13",911,-0.004,0.342,,,,
"06-Jun-16,19:14:14",912,-0.003,0.293,,,,
"06-Jun-16,19:14:15",913,-0.003,0.244,,,,
"06-Jun-16,19:14:16",914,-0.001,0.207,,,,
"06-Jun-16,19:14:17",915,-0.004,0.185,,,,
"06-Jun-16,19:14:18",916,-0.006,0.158,,,,
"06-Jun-16,19:14:19",917,-0.004,0.134,,,,
"06-Jun-16,19:14:20",918,-0.006,0.121,,,,
"06-Jun-16,19:14:21",919,-0.008,0.106,,,,
"06-Jun-16,19:14:22",920,-0.003,0.094,,,,
"06-Jun-16,19:14:23",921,-0.004,0.086,,,,
"06-Jun-16,19:14:24",922,-0.007,0.076,,,,
"06-Jun-16,19:14:25",923,-0.014,0.069,,,,
"06-Jun-16,19:14:26",924,-0.01,0.059,,,,
"06-Jun-16,19:14:27",925,-0.011,0.052,,,,
"06-Jun-16,19:14:28",926,-0.014,0.039,,,,
"06-Jun-16,19:14:29",927,-0.01,0.044,,,,
"06-Jun-16,19:14:30",928,-0.011,0.044,,,,
"06-Jun-16,19:14:31",929,-0.011,0.044,,,,
"06-Jun-16,19:14:32",930,-0.007,0.035,,,,
"06-Jun-16,19:14:33",931,-0.01,0.037,,,,
"06-Jun-16,19:14:34",932,-0.008,0.031,,,,
"06-Jun-16,19:14:35",933,-0.01,0.021,,,,
"06-Jun-16,19:14:36",934,-0.007,0.017,,,,
"06-Jun-16,19:14:37",935,-0.013,0.023,,,,
"06-Jun-16,19:14:38",936,-0.013,0.017,,,,
"06-Jun-16,19:14:39",937,-0.013,0.013,,,,
"06-Jun-16,19:14:40",938,-0.011,0.008,,,,
"06-Jun-16,19:14:41",939,-0.008,0.013,,,,
"06-Jun-16,19:14:42",940,-0.007,0.017,,,,
"06-Jun-16,19:14:43",941,-0.008,0.007,,,,
"06-Jun-16,19:14:44",942,-0.003,-0.001,,,,
"06-Jun-16,19:14:45",943,-0.004,0,,,,
"06-Jun-16,19:14:46",944,-0.006,0.003,,,,
"06-Jun-16,19:14:47",945,-0.006,0.001,,,,
"06-Jun-16,19:14:48",946,-0.003,-0.004,,,,
"06-Jun-16,19:14:49",947,-0.006,0.004,,,,
"06-Jun-16,19:14:50",948,-0.001,-0.01,,,,
"06-Jun-16,19:14:51",949,-0.006,-0.006,,,,
"06-Jun-16,19:14:52",950,0.003,0,,,,
"06-Jun-16,19:14:53",951,-0.003,0,,,,
"06-Jun-16,19:14:54",952,-0.004,-0.001,,,,
"06-Jun-16,19:14:55",953,-0.004,-0.007,,,,
"06-Jun-16,19:14:56",954,-0.004,0.011,,,,
"06-Jun-16,19:14:57",955,0.003,0.01,,,,
"06-Jun-16,19:14:58",956,-0.004,-0.004,,,,
"06-Jun-16,19:14:59",957,-0.006,-0.016,,,,
"06-Jun-16,19:15:00",958,-0.011,-0.013,,,,
"06-Jun-16,19:15:01",959,-0.011,-0.007,,,,
"06-Jun-16,19:15:02",960,-0.01,-0.011,,,,
"06-Jun-16,19:15:03",961,-0.011,-0.007,,,,
"06-Jun-16,19:15:04",962,-0.011,-0.008,,,,
"06-Jun-16,19:15:05",963,-0.004,-0.01,,,,
"06-Jun-16,19:15:06",964,-0.007,-0.006,,,,
"06-Jun-16,19:15:07",965,-0.008,-0.013,,,,
"06-Jun-16,19:15:08",966,-0.011,-0.011,,,,
"06-Jun-16,19:15:09",967,-0.007,-0.011,,,,
"06-Jun-16,19:15:10",968,-0.008,-0.008,,,,
"06-Jun-16,19:15:11",969,-0.007,-0.01,,,,
"06-Jun-16,19:15:12",970,-0.008,-0.01,,,,
"06-Jun-16,19:15:13",971,-0.003,-0.011,,,,
"06-Jun-16,19:15:14",972,-0.008,-0.011,,,,
"06-Jun-16,19:15:15",973,-0.008,-0.01,,,,
"06-Jun-16,19:15:16",974,-0.008,-0.01,,,,
"06-Jun-16,19:15:17",975,-0.008,-0.007,,,,
"06-Jun-16,19:15:18",976,-0.007,0.003,,,,
"06-Jun-16,19:15:19",977,-0.007,0.003,,,,
"06-Jun-16,19:15:20",978,-0.006,7.26,,,,
"06-Jun-16,19:15:21",979,-0.006,7.26,,,,
"06-Jun-16,19:15:22",980,-0.011,11.485,,,,
"06-Jun-16,19:15:23",981,-0.011,11.485,,,,
"06-Jun-16,19:15:24",982,-0.007,12.071,,,,
"06-Jun-16,19:15:25",983,-0.008,11.939,,,,
"06-Jun-16,19:15:26",984,-0.01,11.939,,,,
"06-Jun-16,19:15:27",985,-0.011,12.474,,,,
"06-Jun-16,19:15:28",986,-0.003,12.474,,,,
"06-Jun-16,19:15:29",987,-0.007,13.97,,,,
"06-Jun-16,19:15:30",988,-0.006,13.97,,,,
"06-Jun-16,19:15:31",989,-0.007,9.33,,,,
"06-Jun-16,19:15:32",990,-0.007,9.33,,,,
"06-Jun-16,19:15:33",991,-0.008,7.417,,,,
"06-Jun-16,19:15:34",992,-0.011,7.577,,,,
"06-Jun-16,19:15:35",993,-0.011,7.577,,,,
"06-Jun-16,19:15:36",994,-0.011,9.53,,,,
"06-Jun-16,19:15:37",995,-0.016,9.53,,,,
"06-Jun-16,19:15:38",996,-0.004,11.114,,,,
"06-Jun-16,19:15:39",997,-0.01,11.114,,,,
"06-Jun-16,19:15:40",998,-0.008,8.972,,,,
"06-Jun-16,19:15:41",999,-0.01,9.137,,,,
"06-Jun-16,19:15:42",1000,-0.008,9.137,,,,
