Time,Elapsed Time,PressureV,BDP1VLR,BDP2VLR,BDP3VLR,BDP4VLR,BDP5VLR,BDP1VHR,BDP2VHR,BDP3VHR,BDP4VHR,BDP5VHR,Pressure,BDP1VelLR,BDP2VelLR,BDP3VelLR,BDP4VelLR,BDP5VelLR,BDP1FlowLR,BDP2FlowLR,BDP3FlowLR,BDP4FlowLR,BDP5FlowLR,TotalBDPFlowLR,BDP1VelHR,BDP2VelHR,BDP3VelHR,BDP4VelHR,BDP5VelHR,BDP1FlowHR,BDP2FlowHR,BDP3FlowHR,BDP4FlowHR,BDP5FlowHR,TotalBDPFlowHR
2015-10-28 07:23:27,00:00:41,2.476070735,2.441685942,2.46339855,2.428996497,2.369036444,2.411853852,2.482446814,2.486756861,2.482965157,2.479785703,2.487766133,0.238335479,-47.64069173,-85.21659585,-75.72118221,-139.1839659,-114.6442543,-136.2523784,-243.7194641,-216.5625811,-398.0661425,-350.811418,-1345.411984,25.84472853,-29.75461514,-43.82266007,-52.80508822,-24.69449631,73.9159236,-85.09819931,-125.3328078,-151.0225523,-75.56515871,-363.1027945
2015-10-28 07:23:28,00:00:42,2.356716233,2.436802099,2.486135744,2.414192349,2.348584873,2.434594778,2.482904685,2.490419571,2.481896816,2.478717487,2.490055542,1.427106315,-60.02386513,-32.47913631,-98.86883971,-157.9721595,-83.27852394,-171.6682543,-92.89032986,-282.7648816,-451.8003761,-254.8322833,-1253.956125,28.15924591,10.70222666,-47.03264135,-55.49763038,3.893865644,80.5354433,30.60836826,-134.5133543,-158.7232229,11.91522887,-170.1775367
2015-10-28 07:23:29,00:00:43,2.280249986,2.442754282,2.509483333,2.432354139,2.396508703,2.425437358,2.482446814,2.494997959,2.484491358,2.484363768,2.49127656,2.188710136,-44.47461852,72.92948505,-69.40534982,-108.9614066,-97.13483049,-127.197409,208.5783272,-198.4993005,-311.629623,-297.2325813,-725.9805865,25.84472853,36.93753007,-38.77875078,-39.22526937,18.66775392,73.9159236,105.641336,-110.9072272,-112.1842704,57.12332699,13.58908895
2015-10-28 07:23:30,00:00:44,2.336264183,2.424439872,2.520470433,2.430217458,2.391166875,2.430473939,2.480310082,2.493471829,2.484796598,2.4796331,2.491123932,1.630808734,-83.53202964,91.20336007,-73.48734732,-115.459263,-89.77889944,-238.9016048,260.8416098,-210.1738133,-330.2134921,-274.7234323,-793.1707327,9.200472037,30.78581877,-37.68905289,-53.19808137,17.51626903,26.31335002,88.04744167,-107.7906913,-152.1465127,53.59978322,-91.97662906
2015-10-28 07:23:31,00:00:45,2.383578628,2.443975243,2.521538624,2.430980558,2.343395669,2.411395981,2.483057308,2.495150572,2.483270397,2.476275852,2.487155624,1.159556868,-40.55470963,92.78823034,-72.05604211,-162.3939409,-115.1880991,-115.9864696,265.3743388,-206.0802804,-464.4466711,-352.4755832,-873.6146655,28.8895744,37.49723426,-42.86138975,-61.20884977,-27.86538303,82.62418279,107.24209,-122.5835747,-175.0573103,-85.26807207,-193.0426843
2015-10-28 07:23:32,00:00:46,2.334737911,2.419403409,2.479726602,2.440137763,2.358352788,2.426810971,2.482141566,2.490419571,2.486017558,2.48100652,2.494329104,1.646010407,-91.39197041,-52.95763499,-51.88707992,-149.293948,-95.18506124,-261.3810354,-151.4588361,-148.3970486,-426.9806912,-291.2662874,-1279.483899,24.17894197,10.70222666,-32.97207134,-49.54905838,34.37720398,69.15177403,30.60836826,-94.30012404,-141.710307,105.1942442,-31.05604454
2015-10-28 07:23:33,00:00:48,2.403725423,2.432681357,2.535577697,2.441358724,2.358963282,2.379955507,2.481531072,2.496981927,2.484949218,2.477801874,2.486239861,0.958894783,-68.7588267,111.5443842,-48.56914498,-148.7347484,-147.8213796,-196.6502444,319.0169388,-138.9077546,-425.3813805,-452.3334215,-894.2558622,20.44416098,43.65753046,-37.13221385,-57.7056158,-32.03859714,58.47030042,124.8605371,-106.1981316,-165.0380612,-98.03810724,-185.9434625
2015-10-28 07:23:34,00:00:49,2.17829499,2.467478736,2.497733239,2.439832523,2.375599262,2.403612175,2.486567653,2.490266958,2.487238519,2.481159122,2.487766133,3.204181898,69.0758966,45.94647947,-52.68392418,-132.5918854,-124.0692609,197.5570643,131.4069313,-150.6760232,-379.2127922,-379.6519384,-580.5767582,42.34251089,8.536756203,-27.45633387,-49.12688334,-24.69449631,121.0995811,24.41512274,-78.52511487,-140.5028863,-75.56515871,-149.0784561
2015-10-28 07:23:35,00:00:50,2.182568553,2.445654064,2.471486276,2.439374663,2.388419649,2.394454755,2.481683695,2.489198667,2.484338737,2.481769531,2.485018843,3.161617214,-34.44396968,-71.09161995,-53.85708936,-118.6625477,-133.7648842,-98.50975329,-203.3220331,-154.0312756,-339.3748864,-409.3205457,-1204.558494,21.43893881,-14.79033255,-39.31227435,-47.40059692,-36.87539224,61.31536501,-42.3003511,-112.4331046,-135.5657072,-112.8387003,-341.8224982
2015-10-28 07:23:36,00:00:51,2.228661979,2.468852317,2.497733239,2.421670733,2.433596253,2.415364197,2.487483395,2.493166604,2.484949218,2.489704845,2.487460879,2.702526687,71.73876297,45.94647947,-87.94055236,-41.81081222,-110.3857976,205.1728621,131.4069313,-251.5099797,-119.5789229,-337.7805407,-372.28965,45.19816924,29.4014241,-37.13221385,-8.976278488,-26.32772037,129.266764,84.08807292,-106.1981316,-25.67215648,-80.56282432,0.921724539
