Time,Elapsed Time,BDP1V,BDP2V,BDP3V,BDP4V,BDP5V,PressureV,Pressure,BDP1Vel,BDP2Vel,BDP3Vel,BDP4Vel,BDP5Vel,BDP1Flow,BDP2Flow,BDP3Flow,BDP4Flow,BDP5Flow,TotalBDPFlow
2015-10-27 19:50:59,00:00:57,2.489739291,2.501772752,2.52558108,2.526392563,2.518476042,2.494538631,0.054395235,-74.34207397,30.90081587,117.383057,119.230335,99.75862463,-212.6183316,88.37633338,335.7155431,340.9987582,305.2613914,861.3083536
2015-10-27 19:51:00,00:00:58,2.494470513,2.50635114,2.538401167,2.529445251,2.506114974,2.496522785,0.03463306,-54.5743271,58.48867889,143.8196377,125.9370775,57.39093539,-156.0825755,167.2776216,411.3241639,360.1800416,175.6162623,963.3798095
2015-10-27 19:51:01,00:00:59,2.494928374,2.513066109,2.534127804,2.513418639,2.519239071,2.489959814,0.100000254,-52.26604158,83.89172244,135.5814128,85.01591242,101.797715,-149.4808789,239.9303262,387.7628406,243.1455095,311.5010078,1037.526203
2015-10-27 19:51:02,00:01:00,2.490807631,2.517644496,2.522376058,2.508686973,2.524885485,2.492707104,0.072637242,-70.36548718,97.48787736,109.7836761,68.40379812,115.7761311,-201.2452933,278.8153292,313.9813137,195.6348626,354.2749611,945.2604418
2015-10-27 19:51:03,00:01:01,2.491265492,2.522833336,2.519781516,2.521050359,2.513287446,2.494538631,0.054395235,-68.59069696,110.8997748,103.2228323,106.4818862,84.59929308,-196.1693933,317.173356,295.2173005,304.5381945,258.8738368,984.2968213
2015-10-27 19:51:04,00:01:02,2.496454574,2.519475852,2.520239377,2.516166058,2.516186956,2.495454394,0.045274231,-43.69987242,102.4222255,104.4105895,93.31426786,93.37455983,-124.9816351,292.9275651,298.6142858,266.8788061,285.7261531,1023.910742
2015-10-27 19:51:05,00:01:03,2.495080994,2.517339271,2.522376058,2.516471327,2.51313484,2.497743803,0.022471721,-51.47361535,96.64099487,109.7836761,94.19118884,84.11208042,-147.2145399,276.3932453,313.9813137,269.3868001,257.3829661,974.5401739
2015-10-27 19:51:06,00:01:04,2.493707413,2.508335108,2.524512739,2.516776596,2.523206821,2.494386004,0.055915402,-58.21844472,67.0041326,114.9057871,95.06002064,111.8030904,-166.5047519,191.6318192,328.630551,271.871659,342.1174568,971.7947405
2015-10-27 19:51:07,00:01:05,2.496149334,2.504214559,2.524512739,2.519524015,2.513592657,2.487059896,0.128883433,-45.54218814,47.64551565,114.9057871,102.548792,85.56539619,-130.2506581,136.2661748,328.630551,293.2895452,261.8301123,893.8286543
2015-10-27 19:51:08,00:01:06,2.497370295,2.504977623,2.52664942,2.524713585,2.504131099,2.496064903,0.039193562,-37.63565727,51.77939762,119.8091159,115.3755681,47.1714038,-107.6379798,148.0890772,342.6540715,329.9741248,144.3444956,862.0376231
2015-10-27 19:51:09,00:01:07,2.493096933,2.511539979,2.528480861,2.520134553,2.494822147,2.491638713,0.083278414,-60.97713839,78.84034108,123.8575656,104.1398564,-52.81056746,-174.3946158,225.4833755,354.2326376,297.8399892,-161.6003364,546.1107121
2015-10-27 19:51:10,00:01:08,2.489739291,2.500246622,2.524512739,2.512960736,2.503825888,2.494386004,0.055915402,-74.34207397,11.52556761,114.9057871,83.55276274,45.39542599,-212.6183316,32.96312337,328.630551,238.9609014,138.9100035,529.35631
2015-10-27 19:51:11,00:01:09,2.486534269,2.504367172,2.513371473,2.501360522,2.509472301,2.491791341,0.081758246,-85.16496048,48.50048796,84.86636585,27.07065465,71.42886287,-243.571787,138.7113956,242.7178063,77.42207231,218.5723204,435.2447296
2015-10-27 19:51:12,00:01:10,2.48775523,2.50375672,2.516729115,2.521508262,2.506572792,2.489349305,0.106080923,-81.21220531,44.98320406,94.9254055,107.6337925,59.50054132,-232.2669072,128.6519636,271.4866597,307.8326466,182.0716564,660.8539671
